cpu_usage,memory_usage,error_rate,latency_p99,disk_usage,network_in,pod_restarts,hour_of_day,severity
37.6,11.65,0.264,17.0,48.82,59.86,1,20,0
18.41,26.89,0.898,31.0,40.25,84.93,0,7,0
27.95,69.89,0.881,403.9,60.33,3.42,0,18,0
42.81,29.84,0.9,38.4,59.63,20.14,0,8,0
2.69,38.04,0.353,73.8,69.29,20.91,0,12,0
13.71,57.76,2.385,15.3,14.9,71.87,3,16,0
60.01,56.4,0.424,61.6,26.57,54.79,1,8,0
18.1,8.92,0.881,69.1,46.96,28.45,0,15,0
44.31,66.62,0.068,31.6,45.99,180.52,0,14,0
11.15,48.04,4.404,51.0,69.02,123.27,1,21,0
39.37,65.76,2.078,239.4,43.49,0.8,1,11,0
8.91,4.16,2.07,5.6,26.88,30.5,0,20,0
37.4,23.17,0.182,45.9,64.28,18.29,0,15,0
24.86,34.5,0.856,42.1,40.53,21.29,3,4,0
42.35,30.14,2.259,251.5,30.92,3.29,1,0,0
16.3,18.87,0.015,100.6,19.43,0.93,1,14,0
10.67,41.23,0.844,30.1,71.98,1.67,0,12,0
31.12,71.78,0.538,84.0,51.95,114.27,1,21,0
21.6,17.26,1.989,42.6,59.83,39.76,0,18,0
39.39,24.87,1.24,47.6,65.94,24.84,1,14,0
41.84,36.75,2.671,5.0,21.62,34.53,2,10,0
31.63,61.99,1.758,93.9,68.0,2.81,1,6,0
62.13,18.0,0.172,71.6,29.22,125.81,1,6,0
5.37,42.86,0.842,11.9,53.71,35.06,1,5,0
23.38,22.63,0.036,5.7,8.49,40.27,0,22,0
35.76,14.18,5.806,163.0,7.59,20.41,1,20,1
19.84,43.06,3.701,79.9,55.74,0.48,1,9,0
13.39,46.1,6.509,69.0,19.1,23.72,2,10,1
39.8,9.76,3.28,9.8,74.1,122.11,0,23,0
58.44,60.37,1.064,182.1,22.43,5.45,1,19,0
50.88,6.95,0.385,55.8,27.66,65.27,3,0,0
9.07,13.84,1.271,73.8,46.54,89.85,0,21,0
7.48,54.87,4.283,26.3,33.38,42.64,2,5,0
19.48,36.98,0.889,67.5,59.56,146.07,1,10,0
3.28,49.93,0.64,55.7,50.94,12.16,1,4,0
35.7,20.62,0.164,71.7,22.13,21.14,2,13,0
33.6,15.7,2.858,39.5,31.42,20.38,0,7,0
36.02,35.06,1.195,141.4,56.47,10.05,3,0,0
19.46,47.14,2.012,17.9,65.86,45.46,1,9,0
45.65,57.63,0.412,109.1,26.73,4.87,0,6,0
3.14,33.36,0.418,9.1,45.88,138.32,3,22,0
5.93,36.54,3.144,117.4,81.87,1.25,2,14,0
27.32,9.79,4.524,71.1,55.88,82.26,1,16,0
37.59,34.25,0.243,21.5,74.35,82.24,2,13,0
13.44,28.34,0.061,54.6,18.41,0.62,2,20,0
38.36,26.06,0.274,65.6,42.77,84.38,0,22,0
38.28,15.75,1.537,111.3,50.56,11.9,0,6,0
44.18,34.59,4.485,170.6,72.49,21.15,1,20,0
3.44,6.76,1.296,24.8,39.99,44.63,2,2,0
8.28,89.38,1.472,90.2,50.07,44.65,0,14,1
32.37,21.92,0.751,21.5,42.61,19.87,0,16,0
19.61,60.34,0.034,30.3,35.68,7.76,1,10,0
12.48,56.3,3.166,37.8,35.15,65.06,0,17,0
16.64,93.75,2.332,25.0,33.58,131.87,1,4,1
28.34,58.86,1.402,15.0,26.32,17.33,1,14,0
27.85,24.24,0.604,37.8,52.08,0.54,0,16,0
40.62,22.07,9.172,14.5,20.89,77.98,1,17,1
14.78,71.3,0.203,306.0,73.91,18.37,3,10,0
33.72,32.86,2.279,37.2,39.69,130.85,1,10,0
17.12,91.36,4.039,48.1,91.23,0.46,2,11,1
25.9,57.32,4.175,140.7,42.94,113.56,1,6,0
11.88,9.8,0.797,69.9,27.01,59.96,1,14,0
30.48,14.18,2.189,321.5,38.92,59.04,2,18,0
8.39,30.66,1.683,99.1,35.87,28.93,0,3,0
34.91,37.32,0.541,41.0,36.17,72.09,1,13,0
6.63,68.5,1.096,273.8,56.74,39.17,2,20,0
21.48,63.42,0.933,46.6,19.24,13.37,3,3,0
43.11,30.86,9.22,29.0,51.11,4.5,1,16,1
40.78,12.44,3.003,107.4,14.44,9.24,2,8,0
10.93,16.86,0.54,380.1,56.64,15.01,2,14,0
26.27,34.72,1.349,43.9,32.47,131.75,1,22,0
25.22,36.97,2.794,114.9,34.46,49.93,3,15,0
20.81,28.15,2.951,3.3,21.23,54.75,1,4,0
31.94,41.11,0.733,218.2,22.22,82.07,1,13,0
24.21,9.92,0.429,75.4,58.17,69.2,1,18,0
22.0,60.05,1.035,159.7,67.88,20.14,1,6,0
20.01,69.86,2.392,183.7,44.33,51.54,1,11,0
23.57,34.38,1.077,76.5,71.07,9.77,2,15,0
29.4,48.99,0.29,76.5,67.52,44.7,1,16,0
38.97,26.55,1.726,249.3,22.16,29.15,2,18,0
22.79,42.47,0.34,69.4,33.61,8.14,0,3,0
17.5,12.55,3.073,11.0,50.82,81.11,1,10,0
20.52,45.38,2.556,19.9,12.04,59.91,1,4,0
17.19,36.28,2.973,57.7,68.09,26.34,1,1,0
13.94,29.05,0.497,16.2,46.28,43.99,1,12,0
8.53,15.14,1.23,106.5,28.08,17.35,1,17,0
41.85,40.96,0.407,48.6,18.02,139.68,1,13,0
13.69,18.25,0.628,46.5,58.0,44.89,2,20,0
32.53,33.44,4.388,37.7,16.01,69.1,0,7,0
17.51,75.21,0.153,7.7,62.46,222.61,1,2,0
17.19,59.03,0.525,11.3,33.46,214.21,0,6,0
59.13,45.29,2.092,143.1,61.66,47.85,1,23,0
19.58,19.01,8.423,29.9,62.02,24.46,0,5,1
46.36,26.22,3.95,201.1,29.03,30.24,1,23,0
28.65,76.01,0.401,144.6,50.62,58.1,0,19,0
49.77,70.18,4.368,8.7,28.85,51.66,4,9,1
42.32,42.36,0.536,16.5,38.91,75.04,1,7,0
13.21,18.82,1.046,87.9,45.79,4.42,2,9,0
14.15,40.79,0.624,47.5,31.04,12.69,1,4,0
12.48,37.29,0.614,17.1,39.71,145.86,1,22,0
5.33,12.35,5.927,74.1,23.52,14.75,0,21,1
7.7,32.22,3.011,14.8,28.76,60.76,1,18,0
20.64,61.3,0.763,32.8,48.8,5.3,0,6,0
32.94,14.22,1.236,52.6,57.74,65.63,1,20,0
29.37,22.51,1.666,63.2,23.66,35.82,0,19,0
33.41,69.81,0.421,160.8,6.98,42.83,2,13,0
58.47,62.35,1.948,145.3,54.98,81.11,0,9,0
8.9,20.09,2.769,12.0,37.34,14.0,1,22,0
25.01,93.91,0.724,100.3,50.79,34.99,1,11,1
11.91,41.92,0.058,154.5,61.94,13.6,2,0,0
47.27,47.66,0.33,20.1,34.88,19.4,0,18,0
52.61,16.48,0.362,99.3,33.71,41.44,1,16,0
26.34,55.57,2.039,22.3,14.91,30.66,2,0,0
32.29,54.49,3.095,41.2,50.83,49.34,1,14,0
43.4,25.29,2.907,81.0,69.92,28.45,3,22,0
34.52,50.02,0.147,20.7,30.89,35.95,1,22,0
40.27,51.77,1.833,72.6,42.39,84.27,0,1,0
42.42,61.47,2.914,159.1,15.23,131.5,1,3,0
19.8,29.53,2.142,89.6,51.19,98.42,0,15,0
42.82,18.85,0.912,21.5,47.95,79.06,0,10,0
34.14,63.82,6.243,71.7,35.71,138.59,2,12,1
36.29,45.85,1.251,42.1,19.43,39.32,2,13,0
30.61,25.48,4.108,17.4,52.04,68.45,0,11,0
3.22,10.58,0.381,59.5,10.9,32.64,0,7,0
45.25,30.12,3.282,271.6,47.37,12.15,0,14,0
53.05,79.5,1.316,179.6,36.17,14.08,0,7,0
31.22,66.23,1.052,22.8,41.85,56.61,2,3,0
13.43,40.04,0.609,179.2,36.2,13.35,2,9,0
11.07,43.42,2.327,89.8,64.27,220.84,1,18,0
22.64,41.82,3.972,46.0,22.49,131.37,0,22,0
8.42,5.26,0.056,59.0,24.63,36.25,1,0,0
14.62,23.04,0.716,121.0,24.15,93.58,1,7,0
12.85,32.12,2.453,247.0,47.02,103.37,0,15,0
19.36,48.78,1.354,35.7,59.69,124.42,2,13,0
7.67,18.6,3.798,81.9,36.05,0.54,1,10,0
18.96,31.93,2.073,191.6,54.32,9.11,1,5,0
10.11,55.13,5.774,54.4,17.19,51.26,0,9,1
17.76,86.19,4.611,557.6,30.28,1.34,1,11,1
24.47,44.84,3.632,43.2,62.61,231.49,2,12,0
11.17,46.21,2.863,25.1,68.57,111.97,3,9,0
24.35,46.44,1.527,19.6,56.42,28.24,1,7,0
39.22,43.47,0.518,53.7,28.12,5.12,1,3,0
52.46,25.47,0.026,99.0,46.29,57.65,0,20,0
38.32,64.82,2.438,83.7,54.76,75.01,3,18,0
52.1,12.12,2.839,55.5,37.74,79.47,1,1,0
19.52,46.1,4.586,110.6,44.34,8.64,2,0,0
44.05,38.52,2.527,21.0,26.65,80.95,1,12,0
46.58,31.22,6.891,68.8,18.49,55.43,0,19,1
56.19,43.62,0.231,22.3,21.45,39.25,3,1,0
19.46,49.78,1.245,59.7,44.48,73.58,0,6,0
49.76,33.2,3.614,22.6,32.17,73.84,1,0,0
17.75,65.06,0.391,99.6,81.68,0.32,1,23,0
16.48,13.95,2.042,50.7,53.2,11.23,0,1,0
56.8,19.05,2.134,151.1,53.67,1.2,1,1,0
25.49,34.24,0.105,10.0,58.9,9.27,2,14,0
12.57,62.52,1.561,101.9,33.51,104.1,2,19,0
30.23,23.34,2.916,26.3,68.2,2.58,0,5,0
8.36,18.96,0.171,210.7,49.45,28.83,0,16,0
17.91,53.57,0.567,20.9,71.39,15.22,0,13,0
8.68,51.19,4.016,137.9,13.46,124.82,0,6,0
32.72,36.74,0.985,72.7,48.9,146.2,2,3,0
39.0,73.45,8.671,23.5,38.31,4.07,1,13,1
33.32,51.04,1.112,129.0,24.44,13.9,0,2,0
31.57,70.54,2.684,30.2,49.59,29.87,2,21,0
3.53,40.94,2.164,24.4,66.57,8.99,0,4,0
32.43,64.45,2.975,32.7,31.52,15.91,0,4,0
45.07,53.37,2.44,125.0,15.95,12.5,2,1,0
39.14,38.0,0.318,28.7,40.29,34.22,3,21,0
11.7,16.21,1.034,275.3,21.62,115.89,0,10,0
12.49,61.34,1.698,35.8,40.87,44.15,1,20,0
24.7,17.38,0.228,231.5,43.24,13.96,1,21,0
13.26,53.15,2.086,60.9,65.31,156.07,0,21,0
42.16,48.15,1.34,19.7,55.13,15.95,1,21,0
8.2,39.89,0.166,24.1,64.54,8.52,2,13,0
23.14,32.9,0.775,34.9,24.93,12.56,0,14,0
18.29,42.4,4.671,103.6,32.83,25.99,3,6,0
51.43,33.6,4.075,221.9,20.68,38.6,4,11,1
25.09,83.25,0.606,51.9,51.2,117.44,1,14,1
28.38,69.24,0.039,81.4,55.41,35.31,2,22,0
65.95,65.54,5.959,14.7,42.42,10.25,2,7,1
59.61,61.34,0.649,27.4,18.29,45.55,3,4,0
27.74,47.62,2.691,98.1,31.27,130.33,1,7,0
13.42,19.98,0.799,553.4,60.58,33.62,1,5,1
9.97,67.58,0.561,12.2,36.53,51.34,1,7,0
24.25,3.35,2.412,56.7,37.84,127.39,2,4,0
20.11,7.09,0.104,120.4,66.56,118.45,0,8,0
8.55,20.18,4.363,38.0,46.85,37.1,2,6,0
17.25,33.28,3.831,170.4,53.67,16.94,2,9,0
17.05,35.02,0.231,28.1,33.45,122.81,0,15,0
23.94,19.21,1.347,18.8,9.68,131.69,5,18,1
18.95,39.41,2.423,7.4,34.27,52.72,2,15,0
18.04,50.66,0.755,52.0,20.41,40.01,5,23,1
30.58,2.55,2.522,12.9,33.65,226.06,1,14,0
78.83,23.31,0.434,20.0,63.9,61.14,1,20,1
12.23,26.48,5.621,27.0,73.29,16.91,0,13,1
8.51,18.13,0.075,35.4,74.9,4.98,3,11,0
42.59,22.69,1.985,46.5,28.73,18.3,0,9,0
32.06,60.98,0.395,22.5,73.47,11.5,2,18,0
58.79,57.92,3.598,174.6,30.02,38.07,0,8,0
15.32,41.65,5.09,85.4,19.93,15.86,1,6,1
37.14,59.62,8.604,78.4,53.59,27.59,1,11,1
35.99,74.71,0.276,91.0,42.22,3.29,0,4,0
16.41,31.09,0.415,2.7,20.27,108.89,0,7,0
43.25,57.46,0.248,50.2,57.84,91.16,0,14,0
16.05,51.59,0.488,51.2,21.68,89.81,2,2,0
20.25,47.38,3.688,68.1,50.58,229.51,0,23,0
32.97,35.67,3.226,112.7,35.29,14.93,2,23,0
9.8,58.32,0.733,72.0,82.23,20.31,2,18,0
26.73,51.53,0.859,56.3,50.43,18.11,1,13,0
38.81,31.48,0.123,363.3,51.52,192.7,0,15,0
54.67,44.23,0.548,35.3,55.01,35.78,1,20,0
57.07,60.29,1.66,161.1,34.33,4.9,4,19,1
41.32,55.61,1.826,278.6,53.42,6.54,0,23,0
25.48,78.51,6.697,98.8,68.31,38.32,0,22,1
24.9,29.79,4.052,10.9,52.1,38.5,0,16,0
28.82,30.97,0.455,26.0,16.17,26.51,1,12,0
8.93,27.52,1.524,16.5,46.95,65.45,2,14,0
45.07,9.91,3.695,175.9,33.3,114.55,0,23,0
13.08,40.69,1.332,64.4,42.32,280.08,1,0,0
46.35,46.99,2.645,152.5,68.31,6.38,1,22,0
17.54,37.94,0.353,131.2,58.94,14.78,1,3,0
19.31,43.31,1.627,57.9,59.01,45.98,3,15,0
32.2,27.03,0.059,189.5,61.85,84.15,1,19,0
21.78,48.83,1.24,73.8,44.92,41.53,2,0,0
15.14,53.54,2.999,100.1,28.69,111.56,0,12,0
28.27,20.12,1.582,40.1,17.33,59.22,2,16,0
23.64,59.39,0.173,48.6,31.79,137.66,0,5,0
41.81,18.88,0.456,40.4,21.2,106.47,3,21,0
19.13,45.48,2.851,96.8,75.76,131.06,3,20,0
13.2,62.23,1.054,78.7,31.51,152.94,2,11,0
1.02,19.48,0.418,47.7,49.52,34.76,1,20,0
26.23,38.33,0.13,303.0,46.22,21.22,3,16,0
32.47,50.9,5.033,164.0,52.91,81.43,1,0,1
37.11,49.41,0.726,21.9,42.42,74.68,1,22,0
11.97,74.01,0.607,51.6,51.06,55.72,0,6,0
22.02,31.79,0.282,132.8,55.08,33.69,2,0,0
36.97,24.12,0.107,18.1,35.37,94.35,1,4,0
5.74,62.17,3.837,16.8,34.74,22.07,1,11,0
16.71,41.95,0.473,764.5,33.43,21.19,0,3,1
22.1,43.22,2.208,91.6,22.6,8.12,1,0,0
9.69,53.22,0.325,109.6,39.04,17.7,1,18,0
27.38,19.38,2.872,20.6,68.12,47.51,0,21,0
57.08,16.58,0.428,61.9,18.23,102.14,3,2,0
34.72,61.18,0.708,17.0,33.69,10.1,2,1,0
24.1,25.34,0.864,120.8,83.74,34.35,0,2,0
23.05,20.2,2.295,100.8,50.19,53.51,1,17,0
37.05,40.74,3.71,202.0,59.41,42.5,2,9,0
5.79,34.83,0.201,14.7,40.22,63.38,0,11,0
26.17,79.74,2.815,55.3,55.87,7.81,1,20,0
34.05,57.64,2.321,176.0,68.32,138.75,2,17,0
23.14,41.32,3.331,109.8,19.29,108.85,1,0,0
19.19,52.44,2.245,118.7,45.16,53.44,1,7,0
32.91,6.93,0.174,37.7,76.5,3.17,0,0,0
